CSDUID,CSD,Period,IndicatorSummaryDescription,Emission Type,UnitOfMeasure,OriginalValue
4806021,Airdrie,2020,CO2 Eq. Emissions,CH4 Equivalent,t,17350.875
4806021,Airdrie,2021,CO2 Eq. Emissions,CH4 Equivalent,t,10679.375
4813028,Westlock County,2012,CO2 Eq. Emissions,CH4 Equivalent,t,8.96925
4813028,Westlock County,2013,CO2 Eq. Emissions,CH4 Equivalent,t,552.2125
4813028,Westlock County,2014,CO2 Eq. Emissions,CH4 Equivalent,t,490.8975
4813028,Westlock County,2015,CO2 Eq. Emissions,CH4 Equivalent,t,503.245
4813028,Westlock County,2016,CO2 Eq. Emissions,CH4 Equivalent,t,501.9925
4813028,Westlock County,2017,CO2 Eq. Emissions,CH4 Equivalent,t,530.725
4813028,Westlock County,2018,CO2 Eq. Emissions,CH4 Equivalent,t,525.94
4813028,Westlock County,2021,CO2 Eq. Emissions,CH4 Equivalent,t,510.1325
4813029,Woodlands County,2004,CO2 Eq. Emissions,CH4 Equivalent,t,13043.75
4813029,Woodlands County,2005,CO2 Eq. Emissions,CH4 Equivalent,t,12852.75013
4813029,Woodlands County,2006,CO2 Eq. Emissions,CH4 Equivalent,t,14410.75038
4813029,Woodlands County,2007,CO2 Eq. Emissions,CH4 Equivalent,t,15532.84928
4813029,Woodlands County,2008,CO2 Eq. Emissions,CH4 Equivalent,t,15005.20013
4813029,Woodlands County,2009,CO2 Eq. Emissions,CH4 Equivalent,t,26646.6473
4813029,Woodlands County,2010,CO2 Eq. Emissions,CH4 Equivalent,t,35235.33805
4813029,Woodlands County,2011,CO2 Eq. Emissions,CH4 Equivalent,t,35366.15756
4813029,Woodlands County,2012,CO2 Eq. Emissions,CH4 Equivalent,t,35709.75758
4813029,Woodlands County,2013,CO2 Eq. Emissions,CH4 Equivalent,t,28663.15728
4813029,Woodlands County,2014,CO2 Eq. Emissions,CH4 Equivalent,t,18041.76533
4813029,Woodlands County,2015,CO2 Eq. Emissions,CH4 Equivalent,t,10089.7127
4813029,Woodlands County,2016,CO2 Eq. Emissions,CH4 Equivalent,t,7928.08043
4813029,Woodlands County,2017,CO2 Eq. Emissions,CH4 Equivalent,t,29367.6475
4813029,Woodlands County,2018,CO2 Eq. Emissions,CH4 Equivalent,t,12121.19023
4813029,Woodlands County,2019,CO2 Eq. Emissions,CH4 Equivalent,t,25422.21735
4813029,Woodlands County,2020,CO2 Eq. Emissions,CH4 Equivalent,t,9827.37703
4813029,Woodlands County,2021,CO2 Eq. Emissions,CH4 Equivalent,t,14891.75653
4813018,Barrhead County No. 11,2017,CO2 Eq. Emissions,CH4 Equivalent,t,6859.6
4810016,Beaver County,2009,CO2 Eq. Emissions,CH4 Equivalent,t,65775.39
4810016,Beaver County,2010,CO2 Eq. Emissions,CH4 Equivalent,t,66225.6
4810016,Beaver County,2011,CO2 Eq. Emissions,CH4 Equivalent,t,67800.775
4810016,Beaver County,2012,CO2 Eq. Emissions,CH4 Equivalent,t,70651.075
4810016,Beaver County,2013,CO2 Eq. Emissions,CH4 Equivalent,t,62750.6925
4810016,Beaver County,2014,CO2 Eq. Emissions,CH4 Equivalent,t,67778.0
4810016,Beaver County,2015,CO2 Eq. Emissions,CH4 Equivalent,t,77752.38543
4810016,Beaver County,2016,CO2 Eq. Emissions,CH4 Equivalent,t,79328.91843
4810016,Beaver County,2017,CO2 Eq. Emissions,CH4 Equivalent,t,89338.56825
4810016,Beaver County,2018,CO2 Eq. Emissions,CH4 Equivalent,t,104783.4417
4810016,Beaver County,2019,CO2 Eq. Emissions,CH4 Equivalent,t,134165.4977
4810016,Beaver County,2020,CO2 Eq. Emissions,CH4 Equivalent,t,9455.2184
4810016,Beaver County,2021,CO2 Eq. Emissions,CH4 Equivalent,t,26239.97188
4801006,Medicine Hat,2004,CO2 Eq. Emissions,CH4 Equivalent,t,4685.0125
4801006,Medicine Hat,2005,CO2 Eq. Emissions,CH4 Equivalent,t,4593.4
4801006,Medicine Hat,2006,CO2 Eq. Emissions,CH4 Equivalent,t,940.75003
4801006,Medicine Hat,2007,CO2 Eq. Emissions,CH4 Equivalent,t,6456.45763
4801006,Medicine Hat,2008,CO2 Eq. Emissions,CH4 Equivalent,t,6551.26235
4801006,Medicine Hat,2009,CO2 Eq. Emissions,CH4 Equivalent,t,5751.775
4801006,Medicine Hat,2010,CO2 Eq. Emissions,CH4 Equivalent,t,6029.09258
4801006,Medicine Hat,2011,CO2 Eq. Emissions,CH4 Equivalent,t,7598.1956
4801006,Medicine Hat,2012,CO2 Eq. Emissions,CH4 Equivalent,t,20680.85301
4801006,Medicine Hat,2013,CO2 Eq. Emissions,CH4 Equivalent,t,6838.30255
4801006,Medicine Hat,2014,CO2 Eq. Emissions,CH4 Equivalent,t,7698.08503
4801006,Medicine Hat,2015,CO2 Eq. Emissions,CH4 Equivalent,t,7142.19245
4801006,Medicine Hat,2016,CO2 Eq. Emissions,CH4 Equivalent,t,11284.75745
4801006,Medicine Hat,2017,CO2 Eq. Emissions,CH4 Equivalent,t,10868.445
4801006,Medicine Hat,2018,CO2 Eq. Emissions,CH4 Equivalent,t,12210.89
4801006,Medicine Hat,2019,CO2 Eq. Emissions,CH4 Equivalent,t,12561.9525
4801006,Medicine Hat,2020,CO2 Eq. Emissions,CH4 Equivalent,t,10388.1875
4801006,Medicine Hat,2021,CO2 Eq. Emissions,CH4 Equivalent,t,9180.18165
4801008,Forty Mile County No. 8,2017,CO2 Eq. Emissions,CH4 Equivalent,t,5.31
4801008,Forty Mile County No. 8,2018,CO2 Eq. Emissions,CH4 Equivalent,t,464.2625
4801008,Forty Mile County No. 8,2019,CO2 Eq. Emissions,CH4 Equivalent,t,2403.70983
4801008,Forty Mile County No. 8,2020,CO2 Eq. Emissions,CH4 Equivalent,t,1582.0908
4801008,Forty Mile County No. 8,2021,CO2 Eq. Emissions,CH4 Equivalent,t,3371.644
4801003,Cypress County,2004,CO2 Eq. Emissions,CH4 Equivalent,t,25774.24966
4801003,Cypress County,2005,CO2 Eq. Emissions,CH4 Equivalent,t,3822.50005
4801003,Cypress County,2006,CO2 Eq. Emissions,CH4 Equivalent,t,4104.99993
4801003,Cypress County,2007,CO2 Eq. Emissions,CH4 Equivalent,t,4544.00005
4801003,Cypress County,2008,CO2 Eq. Emissions,CH4 Equivalent,t,4611.50013
4801003,Cypress County,2009,CO2 Eq. Emissions,CH4 Equivalent,t,71910.40246
4801003,Cypress County,2010,CO2 Eq. Emissions,CH4 Equivalent,t,59204.13734
4801003,Cypress County,2011,CO2 Eq. Emissions,CH4 Equivalent,t,55876.59753
4801003,Cypress County,2012,CO2 Eq. Emissions,CH4 Equivalent,t,27743.38595
4801003,Cypress County,2013,CO2 Eq. Emissions,CH4 Equivalent,t,27142.10821
4801003,Cypress County,2014,CO2 Eq. Emissions,CH4 Equivalent,t,27674.79466
4801003,Cypress County,2015,CO2 Eq. Emissions,CH4 Equivalent,t,21193.17793
4801003,Cypress County,2016,CO2 Eq. Emissions,CH4 Equivalent,t,17125.931
4801003,Cypress County,2017,CO2 Eq. Emissions,CH4 Equivalent,t,139733.3025
4801003,Cypress County,2018,CO2 Eq. Emissions,CH4 Equivalent,t,120711.3875
4801003,Cypress County,2019,CO2 Eq. Emissions,CH4 Equivalent,t,148640.7591
4801003,Cypress County,2020,CO2 Eq. Emissions,CH4 Equivalent,t,171662.4099
4801003,Cypress County,2021,CO2 Eq. Emissions,CH4 Equivalent,t,145875.2055
4803018,Willow Creek No. 26,2017,CO2 Eq. Emissions,CH4 Equivalent,t,3235.85
4803018,Willow Creek No. 26,2018,CO2 Eq. Emissions,CH4 Equivalent,t,2082.425
4803018,Willow Creek No. 26,2019,CO2 Eq. Emissions,CH4 Equivalent,t,6240.44293
4803018,Willow Creek No. 26,2020,CO2 Eq. Emissions,CH4 Equivalent,t,2059.529
4803018,Willow Creek No. 26,2021,CO2 Eq. Emissions,CH4 Equivalent,t,5395.65885
4802011,Lethbridge County,2017,CO2 Eq. Emissions,CH4 Equivalent,t,2407.125
4802011,Lethbridge County,2018,CO2 Eq. Emissions,CH4 Equivalent,t,5568.9175
4802011,Lethbridge County,2019,CO2 Eq. Emissions,CH4 Equivalent,t,5576.72405
4802011,Lethbridge County,2020,CO2 Eq. Emissions,CH4 Equivalent,t,1232.85
4802011,Lethbridge County,2021,CO2 Eq. Emissions,CH4 Equivalent,t,8963.5456
4802021,"Taber, M.D.",2004,CO2 Eq. Emissions,CH4 Equivalent,t,5553.04985
4802021,"Taber, M.D.",2006,CO2 Eq. Emissions,CH4 Equivalent,t,15247.49998
4802021,"Taber, M.D.",2009,CO2 Eq. Emissions,CH4 Equivalent,t,4770.3499
4802021,"Taber, M.D.",2010,CO2 Eq. Emissions,CH4 Equivalent,t,4705.45
4802021,"Taber, M.D.",2013,CO2 Eq. Emissions,CH4 Equivalent,t,3354.19248
4802021,"Taber, M.D.",2014,CO2 Eq. Emissions,CH4 Equivalent,t,3425.2799
4802021,"Taber, M.D.",2015,CO2 Eq. Emissions,CH4 Equivalent,t,3107.82238
4802021,"Taber, M.D.",2016,CO2 Eq. Emissions,CH4 Equivalent,t,2891.63258
4802021,"Taber, M.D.",2017,CO2 Eq. Emissions,CH4 Equivalent,t,2810.7125
4802021,"Taber, M.D.",2018,CO2 Eq. Emissions,CH4 Equivalent,t,2890.55703
4802021,"Taber, M.D.",2019,CO2 Eq. Emissions,CH4 Equivalent,t,3171.40143
4802021,"Taber, M.D.",2020,CO2 Eq. Emissions,CH4 Equivalent,t,917.65
4802021,"Taber, M.D.",2021,CO2 Eq. Emissions,CH4 Equivalent,t,4068.43248
4802022,Taber,2009,CO2 Eq. Emissions,CH4 Equivalent,t,9948.6047
4802022,Taber,2010,CO2 Eq. Emissions,CH4 Equivalent,t,10017.09223
4802022,Taber,2011,CO2 Eq. Emissions,CH4 Equivalent,t,10071.42248
4802022,Taber,2012,CO2 Eq. Emissions,CH4 Equivalent,t,10208.87508
4802022,Taber,2013,CO2 Eq. Emissions,CH4 Equivalent,t,10316.1349
4802022,Taber,2014,CO2 Eq. Emissions,CH4 Equivalent,t,10411.97463
4802022,Taber,2015,CO2 Eq. Emissions,CH4 Equivalent,t,10665.3153
4802022,Taber,2016,CO2 Eq. Emissions,CH4 Equivalent,t,17496.775
4802022,Taber,2017,CO2 Eq. Emissions,CH4 Equivalent,t,22100.3725
4802022,Taber,2018,CO2 Eq. Emissions,CH4 Equivalent,t,24339.895
4802022,Taber,2019,CO2 Eq. Emissions,CH4 Equivalent,t,33036.58135
4802022,Taber,2020,CO2 Eq. Emissions,CH4 Equivalent,t,13408.50493
4802022,Taber,2021,CO2 Eq. Emissions,CH4 Equivalent,t,38949.7075
4803011,Pincher Creek No. 9,2004,CO2 Eq. Emissions,CH4 Equivalent,t,109175.0
4803011,Pincher Creek No. 9,2005,CO2 Eq. Emissions,CH4 Equivalent,t,104800.0
4803011,Pincher Creek No. 9,2006,CO2 Eq. Emissions,CH4 Equivalent,t,101925.0
4803011,Pincher Creek No. 9,2007,CO2 Eq. Emissions,CH4 Equivalent,t,8127.76233
4803011,Pincher Creek No. 9,2008,CO2 Eq. Emissions,CH4 Equivalent,t,4884.7125
4803011,Pincher Creek No. 9,2009,CO2 Eq. Emissions,CH4 Equivalent,t,4801.85245
4803011,Pincher Creek No. 9,2010,CO2 Eq. Emissions,CH4 Equivalent,t,6295.4251
4803011,Pincher Creek No. 9,2011,CO2 Eq. Emissions,CH4 Equivalent,t,7923.8827
4803011,Pincher Creek No. 9,2012,CO2 Eq. Emissions,CH4 Equivalent,t,3331.24748
4803011,Pincher Creek No. 9,2013,CO2 Eq. Emissions,CH4 Equivalent,t,4772.25005
4803011,Pincher Creek No. 9,2014,CO2 Eq. Emissions,CH4 Equivalent,t,4892.37238
4803011,Pincher Creek No. 9,2015,CO2 Eq. Emissions,CH4 Equivalent,t,4679.90003
4803011,Pincher Creek No. 9,2016,CO2 Eq. Emissions,CH4 Equivalent,t,4794.38515
4803011,Pincher Creek No. 9,2017,CO2 Eq. Emissions,CH4 Equivalent,t,4734.6175
4803011,Pincher Creek No. 9,2018,CO2 Eq. Emissions,CH4 Equivalent,t,4902.36
4803011,Pincher Creek No. 9,2019,CO2 Eq. Emissions,CH4 Equivalent,t,5365.5653
4803011,Pincher Creek No. 9,2020,CO2 Eq. Emissions,CH4 Equivalent,t,11416.18695
4803011,Pincher Creek No. 9,2021,CO2 Eq. Emissions,CH4 Equivalent,t,8104.14523
4803014,Pincher Creek,2017,CO2 Eq. Emissions,CH4 Equivalent,t,3649.645
4803014,Pincher Creek,2018,CO2 Eq. Emissions,CH4 Equivalent,t,3039.1225
4803014,Pincher Creek,2019,CO2 Eq. Emissions,CH4 Equivalent,t,3076.4
4803014,Pincher Creek,2020,CO2 Eq. Emissions,CH4 Equivalent,t,6785.615
4803014,Pincher Creek,2021,CO2 Eq. Emissions,CH4 Equivalent,t,7408.8375
4804004,Special Area No. 2,2004,CO2 Eq. Emissions,CH4 Equivalent,t,1567.90998
4804004,Special Area No. 2,2005,CO2 Eq. Emissions,CH4 Equivalent,t,1548.58248
4804004,Special Area No. 2,2006,CO2 Eq. Emissions,CH4 Equivalent,t,1529.31505
4804004,Special Area No. 2,2007,CO2 Eq. Emissions,CH4 Equivalent,t,1527.27253
4804004,Special Area No. 2,2008,CO2 Eq. Emissions,CH4 Equivalent,t,1547.66753
4804004,Special Area No. 2,2009,CO2 Eq. Emissions,CH4 Equivalent,t,1274.145
4804004,Special Area No. 2,2010,CO2 Eq. Emissions,CH4 Equivalent,t,1277.21753
4804004,Special Area No. 2,2011,CO2 Eq. Emissions,CH4 Equivalent,t,1623.34378
4804004,Special Area No. 2,2012,CO2 Eq. Emissions,CH4 Equivalent,t,1448.25423
4804004,Special Area No. 2,2013,CO2 Eq. Emissions,CH4 Equivalent,t,1528.60998
4804004,Special Area No. 2,2014,CO2 Eq. Emissions,CH4 Equivalent,t,1639.7725
4804004,Special Area No. 2,2015,CO2 Eq. Emissions,CH4 Equivalent,t,1386.30998
4804004,Special Area No. 2,2016,CO2 Eq. Emissions,CH4 Equivalent,t,1617.2
4804004,Special Area No. 2,2017,CO2 Eq. Emissions,CH4 Equivalent,t,34078.59
4804004,Special Area No. 2,2018,CO2 Eq. Emissions,CH4 Equivalent,t,26260.8345
4804004,Special Area No. 2,2019,CO2 Eq. Emissions,CH4 Equivalent,t,28180.22073
4804004,Special Area No. 2,2020,CO2 Eq. Emissions,CH4 Equivalent,t,18907.72048
4804004,Special Area No. 2,2021,CO2 Eq. Emissions,CH4 Equivalent,t,7993.1561
4804012,Special Area No. 3,2017,CO2 Eq. Emissions,CH4 Equivalent,t,9772.615
4804012,Special Area No. 3,2018,CO2 Eq. Emissions,CH4 Equivalent,t,7751.79833
4804012,Special Area No. 3,2019,CO2 Eq. Emissions,CH4 Equivalent,t,6989.615
4804012,Special Area No. 3,2020,CO2 Eq. Emissions,CH4 Equivalent,t,5173.4925
4804012,Special Area No. 3,2021,CO2 Eq. Emissions,CH4 Equivalent,t,4544.46
4804020,Special Area No. 4,2017,CO2 Eq. Emissions,CH4 Equivalent,t,388.37433
4804020,Special Area No. 4,2018,CO2 Eq. Emissions,CH4 Equivalent,t,15051.50975
4804020,Special Area No. 4,2019,CO2 Eq. Emissions,CH4 Equivalent,t,11154.945
4804020,Special Area No. 4,2020,CO2 Eq. Emissions,CH4 Equivalent,t,14933.8425
4804020,Special Area No. 4,2021,CO2 Eq. Emissions,CH4 Equivalent,t,7175.48675
4805001,Vulcan County,2019,CO2 Eq. Emissions,CH4 Equivalent,t,1229.0
4805802,Siksika 146,2017,CO2 Eq. Emissions,CH4 Equivalent,t,5826.825
4805802,Siksika 146,2018,CO2 Eq. Emissions,CH4 Equivalent,t,6408.5
4805802,Siksika 146,2019,CO2 Eq. Emissions,CH4 Equivalent,t,6475.0
4805802,Siksika 146,2020,CO2 Eq. Emissions,CH4 Equivalent,t,6068.5
4805802,Siksika 146,2021,CO2 Eq. Emissions,CH4 Equivalent,t,3983.75
4806001,Foothills County,2004,CO2 Eq. Emissions,CH4 Equivalent,t,12500.0
4806001,Foothills County,2005,CO2 Eq. Emissions,CH4 Equivalent,t,15862.49955
4806001,Foothills County,2006,CO2 Eq. Emissions,CH4 Equivalent,t,12592.5
4806001,Foothills County,2007,CO2 Eq. Emissions,CH4 Equivalent,t,11067.30018
4806001,Foothills County,2008,CO2 Eq. Emissions,CH4 Equivalent,t,10848.50012
4806001,Foothills County,2009,CO2 Eq. Emissions,CH4 Equivalent,t,13697.0053
4806001,Foothills County,2010,CO2 Eq. Emissions,CH4 Equivalent,t,13134.7151
4806001,Foothills County,2011,CO2 Eq. Emissions,CH4 Equivalent,t,12785.298
4806001,Foothills County,2012,CO2 Eq. Emissions,CH4 Equivalent,t,10200.79978
4806001,Foothills County,2013,CO2 Eq. Emissions,CH4 Equivalent,t,4265.43495
4806001,Foothills County,2014,CO2 Eq. Emissions,CH4 Equivalent,t,3272.22993
4806001,Foothills County,2015,CO2 Eq. Emissions,CH4 Equivalent,t,2639.3425
4806001,Foothills County,2016,CO2 Eq. Emissions,CH4 Equivalent,t,2596.66758
4806001,Foothills County,2017,CO2 Eq. Emissions,CH4 Equivalent,t,36033.6185
4806001,Foothills County,2018,CO2 Eq. Emissions,CH4 Equivalent,t,82148.23268
4806001,Foothills County,2019,CO2 Eq. Emissions,CH4 Equivalent,t,81605.03075
4806001,Foothills County,2020,CO2 Eq. Emissions,CH4 Equivalent,t,82359.743
4806001,Foothills County,2021,CO2 Eq. Emissions,CH4 Equivalent,t,81416.13455
4806006,High River,2014,CO2 Eq. Emissions,CH4 Equivalent,t,18835.0171
4806006,High River,2015,CO2 Eq. Emissions,CH4 Equivalent,t,45015.29793
4806006,High River,2016,CO2 Eq. Emissions,CH4 Equivalent,t,41472.0767
4806006,High River,2017,CO2 Eq. Emissions,CH4 Equivalent,t,12738.98685
4806006,High River,2018,CO2 Eq. Emissions,CH4 Equivalent,t,13081.6975
4806006,High River,2019,CO2 Eq. Emissions,CH4 Equivalent,t,28472.55
4806006,High River,2020,CO2 Eq. Emissions,CH4 Equivalent,t,12910.42575
4806006,High River,2021,CO2 Eq. Emissions,CH4 Equivalent,t,18711.2775
4806014,Rocky View County,2004,CO2 Eq. Emissions,CH4 Equivalent,t,123519.8501
4806014,Rocky View County,2005,CO2 Eq. Emissions,CH4 Equivalent,t,118477.6094
4806014,Rocky View County,2006,CO2 Eq. Emissions,CH4 Equivalent,t,146604.6773
4806014,Rocky View County,2007,CO2 Eq. Emissions,CH4 Equivalent,t,44888.51696
4806014,Rocky View County,2008,CO2 Eq. Emissions,CH4 Equivalent,t,42650.35031
4806014,Rocky View County,2009,CO2 Eq. Emissions,CH4 Equivalent,t,38365.22008
4806014,Rocky View County,2010,CO2 Eq. Emissions,CH4 Equivalent,t,38451.94379
4806014,Rocky View County,2011,CO2 Eq. Emissions,CH4 Equivalent,t,34604.23218
4806014,Rocky View County,2012,CO2 Eq. Emissions,CH4 Equivalent,t,20597.168
4806014,Rocky View County,2013,CO2 Eq. Emissions,CH4 Equivalent,t,12649.8074
4806014,Rocky View County,2014,CO2 Eq. Emissions,CH4 Equivalent,t,12467.20498
4806014,Rocky View County,2015,CO2 Eq. Emissions,CH4 Equivalent,t,11456.68263
4806014,Rocky View County,2016,CO2 Eq. Emissions,CH4 Equivalent,t,10680.78983
4806014,Rocky View County,2017,CO2 Eq. Emissions,CH4 Equivalent,t,45733.38325
4806014,Rocky View County,2018,CO2 Eq. Emissions,CH4 Equivalent,t,32185.98138
4806014,Rocky View County,2019,CO2 Eq. Emissions,CH4 Equivalent,t,35070.9911
4806014,Rocky View County,2020,CO2 Eq. Emissions,CH4 Equivalent,t,43679.94575
4806014,Rocky View County,2021,CO2 Eq. Emissions,CH4 Equivalent,t,55463.22605
4806016,Calgary,2004,CO2 Eq. Emissions,CH4 Equivalent,t,630290.9238
4806016,Calgary,2005,CO2 Eq. Emissions,CH4 Equivalent,t,662631.6046
4806016,Calgary,2006,CO2 Eq. Emissions,CH4 Equivalent,t,514245.4987
4806016,Calgary,2007,CO2 Eq. Emissions,CH4 Equivalent,t,430372.4117
4806016,Calgary,2008,CO2 Eq. Emissions,CH4 Equivalent,t,444420.6988
4806016,Calgary,2009,CO2 Eq. Emissions,CH4 Equivalent,t,556331.0027
4806016,Calgary,2010,CO2 Eq. Emissions,CH4 Equivalent,t,471665.6575
4806016,Calgary,2011,CO2 Eq. Emissions,CH4 Equivalent,t,531072.6317
4806016,Calgary,2012,CO2 Eq. Emissions,CH4 Equivalent,t,617145.9923
4806016,Calgary,2013,CO2 Eq. Emissions,CH4 Equivalent,t,1010163.284
4806016,Calgary,2014,CO2 Eq. Emissions,CH4 Equivalent,t,702269.7156
4806016,Calgary,2015,CO2 Eq. Emissions,CH4 Equivalent,t,528175.5918
4806016,Calgary,2016,CO2 Eq. Emissions,CH4 Equivalent,t,492323.7926
4806016,Calgary,2017,CO2 Eq. Emissions,CH4 Equivalent,t,519203.7066
4806016,Calgary,2018,CO2 Eq. Emissions,CH4 Equivalent,t,591603.2801
4806016,Calgary,2019,CO2 Eq. Emissions,CH4 Equivalent,t,497257.346
4806016,Calgary,2020,CO2 Eq. Emissions,CH4 Equivalent,t,402819.7325
4806016,Calgary,2021,CO2 Eq. Emissions,CH4 Equivalent,t,407133.7725
4806028,Mountain View County,2004,CO2 Eq. Emissions,CH4 Equivalent,t,24495.00045
4806028,Mountain View County,2005,CO2 Eq. Emissions,CH4 Equivalent,t,17730.75003
4806028,Mountain View County,2006,CO2 Eq. Emissions,CH4 Equivalent,t,20638.67483
4806028,Mountain View County,2007,CO2 Eq. Emissions,CH4 Equivalent,t,20241.55058
4806028,Mountain View County,2008,CO2 Eq. Emissions,CH4 Equivalent,t,23246.6599
4806028,Mountain View County,2009,CO2 Eq. Emissions,CH4 Equivalent,t,27343.9074
4806028,Mountain View County,2010,CO2 Eq. Emissions,CH4 Equivalent,t,27984.35468
4806028,Mountain View County,2011,CO2 Eq. Emissions,CH4 Equivalent,t,34572.46701
4806028,Mountain View County,2012,CO2 Eq. Emissions,CH4 Equivalent,t,29277.22938
4806028,Mountain View County,2013,CO2 Eq. Emissions,CH4 Equivalent,t,31324.71953
4806028,Mountain View County,2014,CO2 Eq. Emissions,CH4 Equivalent,t,30061.03253
4806028,Mountain View County,2015,CO2 Eq. Emissions,CH4 Equivalent,t,28811.99673
4806028,Mountain View County,2016,CO2 Eq. Emissions,CH4 Equivalent,t,22374.52288
4806028,Mountain View County,2017,CO2 Eq. Emissions,CH4 Equivalent,t,25386.89773
4806028,Mountain View County,2018,CO2 Eq. Emissions,CH4 Equivalent,t,39158.62733
4806028,Mountain View County,2019,CO2 Eq. Emissions,CH4 Equivalent,t,61056.51808
4806028,Mountain View County,2020,CO2 Eq. Emissions,CH4 Equivalent,t,19067.075
4806028,Mountain View County,2021,CO2 Eq. Emissions,CH4 Equivalent,t,30643.61298
4806029,Carstairs,2004,CO2 Eq. Emissions,CH4 Equivalent,t,1471.50003
4806029,Carstairs,2005,CO2 Eq. Emissions,CH4 Equivalent,t,1343.75003
4806029,Carstairs,2006,CO2 Eq. Emissions,CH4 Equivalent,t,3076.74998
4806029,Carstairs,2007,CO2 Eq. Emissions,CH4 Equivalent,t,1222.62245
4806029,Carstairs,2008,CO2 Eq. Emissions,CH4 Equivalent,t,987.37255
4810011,Camrose,2016,CO2 Eq. Emissions,CH4 Equivalent,t,3.0
4810011,Camrose,2017,CO2 Eq. Emissions,CH4 Equivalent,t,22177.40383
4810011,Camrose,2018,CO2 Eq. Emissions,CH4 Equivalent,t,21145.70478
4810011,Camrose,2019,CO2 Eq. Emissions,CH4 Equivalent,t,18751.76505
4810011,Camrose,2020,CO2 Eq. Emissions,CH4 Equivalent,t,14804.0262
4810011,Camrose,2021,CO2 Eq. Emissions,CH4 Equivalent,t,16163.1466
4807001,Provost No. 52,2017,CO2 Eq. Emissions,CH4 Equivalent,t,2278.175
4807001,Provost No. 52,2018,CO2 Eq. Emissions,CH4 Equivalent,t,1629.04803
4807001,Provost No. 52,2021,CO2 Eq. Emissions,CH4 Equivalent,t,3800.4356
4819041,Smoky River No. 130,2017,CO2 Eq. Emissions,CH4 Equivalent,t,2726.2642
4819041,Smoky River No. 130,2018,CO2 Eq. Emissions,CH4 Equivalent,t,5625.975
4819041,Smoky River No. 130,2019,CO2 Eq. Emissions,CH4 Equivalent,t,5199.65
4819041,Smoky River No. 130,2020,CO2 Eq. Emissions,CH4 Equivalent,t,3197.9
4819041,Smoky River No. 130,2021,CO2 Eq. Emissions,CH4 Equivalent,t,2140.75
4810036,Vermilion River County,2017,CO2 Eq. Emissions,CH4 Equivalent,t,5109.8225
4810036,Vermilion River County,2018,CO2 Eq. Emissions,CH4 Equivalent,t,1767.0
4810036,Vermilion River County,2019,CO2 Eq. Emissions,CH4 Equivalent,t,834.475
4810036,Vermilion River County,2020,CO2 Eq. Emissions,CH4 Equivalent,t,21980.333
4810036,Vermilion River County,2021,CO2 Eq. Emissions,CH4 Equivalent,t,23085.99525
4817026,Northern Sunrise County,2004,CO2 Eq. Emissions,CH4 Equivalent,t,52731.50015
4817026,Northern Sunrise County,2005,CO2 Eq. Emissions,CH4 Equivalent,t,62540.40005
4817026,Northern Sunrise County,2006,CO2 Eq. Emissions,CH4 Equivalent,t,59408.27503
4817026,Northern Sunrise County,2007,CO2 Eq. Emissions,CH4 Equivalent,t,21512.393
4817026,Northern Sunrise County,2008,CO2 Eq. Emissions,CH4 Equivalent,t,37907.87118
4817026,Northern Sunrise County,2009,CO2 Eq. Emissions,CH4 Equivalent,t,25340.75788
4817026,Northern Sunrise County,2010,CO2 Eq. Emissions,CH4 Equivalent,t,37252.12195
4817026,Northern Sunrise County,2011,CO2 Eq. Emissions,CH4 Equivalent,t,28653.2599
4817026,Northern Sunrise County,2012,CO2 Eq. Emissions,CH4 Equivalent,t,7026.30235
4817026,Northern Sunrise County,2013,CO2 Eq. Emissions,CH4 Equivalent,t,7002.31495
4817026,Northern Sunrise County,2014,CO2 Eq. Emissions,CH4 Equivalent,t,6349.14748
4817026,Northern Sunrise County,2015,CO2 Eq. Emissions,CH4 Equivalent,t,7123.15733
4817026,Northern Sunrise County,2016,CO2 Eq. Emissions,CH4 Equivalent,t,6845.3249
4817026,Northern Sunrise County,2017,CO2 Eq. Emissions,CH4 Equivalent,t,36701.74955
4817026,Northern Sunrise County,2018,CO2 Eq. Emissions,CH4 Equivalent,t,31727.635
4817026,Northern Sunrise County,2019,CO2 Eq. Emissions,CH4 Equivalent,t,24621.325
4817026,Northern Sunrise County,2020,CO2 Eq. Emissions,CH4 Equivalent,t,23842.8875
4817026,Northern Sunrise County,2021,CO2 Eq. Emissions,CH4 Equivalent,t,21049.07283
