CSDUID,CSD,Period,IndicatorSummaryDescription,Emission Type,UnitOfMeasure,OriginalValue
4809002,Clearwater County,2012,CO2 Eq. Emissions,N2O Equivalent,t,9255.3138
4809002,Clearwater County,2013,CO2 Eq. Emissions,N2O Equivalent,t,9455.838
4809002,Clearwater County,2014,CO2 Eq. Emissions,N2O Equivalent,t,7380.864
4809002,Clearwater County,2015,CO2 Eq. Emissions,N2O Equivalent,t,7677.9402
4809002,Clearwater County,2016,CO2 Eq. Emissions,N2O Equivalent,t,8681.46742
4809002,Clearwater County,2017,CO2 Eq. Emissions,N2O Equivalent,t,22393.49876
4809002,Clearwater County,2018,CO2 Eq. Emissions,N2O Equivalent,t,28897.66583
4809002,Clearwater County,2019,CO2 Eq. Emissions,N2O Equivalent,t,29399.14709
4809002,Clearwater County,2020,CO2 Eq. Emissions,N2O Equivalent,t,30110.18224
4809002,Clearwater County,2021,CO2 Eq. Emissions,N2O Equivalent,t,29189.72312
4810026,Minburn County No. 27,2013,CO2 Eq. Emissions,N2O Equivalent,t,12.1584
4810026,Minburn County No. 27,2018,CO2 Eq. Emissions,N2O Equivalent,t,8.1652
4810026,Minburn County No. 27,2019,CO2 Eq. Emissions,N2O Equivalent,t,296.0928
4810026,Minburn County No. 27,2020,CO2 Eq. Emissions,N2O Equivalent,t,324.4922
4810026,Minburn County No. 27,2021,CO2 Eq. Emissions,N2O Equivalent,t,415.3822
4813030,Whitecourt,2009,CO2 Eq. Emissions,N2O Equivalent,t,277.14
4813030,Whitecourt,2010,CO2 Eq. Emissions,N2O Equivalent,t,298.0
4813030,Whitecourt,2011,CO2 Eq. Emissions,N2O Equivalent,t,327.8
4813030,Whitecourt,2012,CO2 Eq. Emissions,N2O Equivalent,t,357.6
4813030,Whitecourt,2013,CO2 Eq. Emissions,N2O Equivalent,t,357.6
4813030,Whitecourt,2014,CO2 Eq. Emissions,N2O Equivalent,t,292.04
4813030,Whitecourt,2015,CO2 Eq. Emissions,N2O Equivalent,t,265.22
4813030,Whitecourt,2016,CO2 Eq. Emissions,N2O Equivalent,t,327.8
4813030,Whitecourt,2017,CO2 Eq. Emissions,N2O Equivalent,t,357.6
4813030,Whitecourt,2018,CO2 Eq. Emissions,N2O Equivalent,t,14172.30129
4813030,Whitecourt,2019,CO2 Eq. Emissions,N2O Equivalent,t,708.87018
4813030,Whitecourt,2020,CO2 Eq. Emissions,N2O Equivalent,t,680.86504
4813030,Whitecourt,2021,CO2 Eq. Emissions,N2O Equivalent,t,863.58701
4806019,Cochrane,2017,CO2 Eq. Emissions,N2O Equivalent,t,125.16
4806019,Cochrane,2018,CO2 Eq. Emissions,N2O Equivalent,t,128.14
4806019,Cochrane,2019,CO2 Eq. Emissions,N2O Equivalent,t,131.12
4806019,Cochrane,2020,CO2 Eq. Emissions,N2O Equivalent,t,113.38811
4806019,Cochrane,2021,CO2 Eq. Emissions,N2O Equivalent,t,45.35113
4806021,Airdrie,2004,CO2 Eq. Emissions,N2O Equivalent,t,3644.54
4806021,Airdrie,2005,CO2 Eq. Emissions,N2O Equivalent,t,4315.04
4806021,Airdrie,2006,CO2 Eq. Emissions,N2O Equivalent,t,3513.42
4806021,Airdrie,2007,CO2 Eq. Emissions,N2O Equivalent,t,3915.4816
4806021,Airdrie,2008,CO2 Eq. Emissions,N2O Equivalent,t,3325.68
4806021,Airdrie,2009,CO2 Eq. Emissions,N2O Equivalent,t,2561.2206
4806021,Airdrie,2010,CO2 Eq. Emissions,N2O Equivalent,t,2453.3446
4806021,Airdrie,2011,CO2 Eq. Emissions,N2O Equivalent,t,3182.9082
4806021,Airdrie,2012,CO2 Eq. Emissions,N2O Equivalent,t,2930.4128
4806021,Airdrie,2013,CO2 Eq. Emissions,N2O Equivalent,t,3323.892
4806021,Airdrie,2014,CO2 Eq. Emissions,N2O Equivalent,t,2779.2076
4806021,Airdrie,2015,CO2 Eq. Emissions,N2O Equivalent,t,1384.21
4806021,Airdrie,2016,CO2 Eq. Emissions,N2O Equivalent,t,1484.338
4806021,Airdrie,2017,CO2 Eq. Emissions,N2O Equivalent,t,1920.6696
4806021,Airdrie,2018,CO2 Eq. Emissions,N2O Equivalent,t,2611.2548
4806021,Airdrie,2019,CO2 Eq. Emissions,N2O Equivalent,t,2905.649
4806021,Airdrie,2020,CO2 Eq. Emissions,N2O Equivalent,t,2060.372
4806021,Airdrie,2021,CO2 Eq. Emissions,N2O Equivalent,t,2207.882
4813028,Westlock County,2012,CO2 Eq. Emissions,N2O Equivalent,t,4.78111
4813028,Westlock County,2013,CO2 Eq. Emissions,N2O Equivalent,t,4372.4944
4813028,Westlock County,2014,CO2 Eq. Emissions,N2O Equivalent,t,3874.5066
4813028,Westlock County,2015,CO2 Eq. Emissions,N2O Equivalent,t,3987.62442
4813028,Westlock County,2016,CO2 Eq. Emissions,N2O Equivalent,t,3978.1212
4813028,Westlock County,2017,CO2 Eq. Emissions,N2O Equivalent,t,4206.8958
4813028,Westlock County,2018,CO2 Eq. Emissions,N2O Equivalent,t,4165.891
4813028,Westlock County,2021,CO2 Eq. Emissions,N2O Equivalent,t,4028.9302
4813029,Woodlands County,2004,CO2 Eq. Emissions,N2O Equivalent,t,2938.28
4813029,Woodlands County,2005,CO2 Eq. Emissions,N2O Equivalent,t,2813.12
4813029,Woodlands County,2006,CO2 Eq. Emissions,N2O Equivalent,t,3334.62
4813029,Woodlands County,2007,CO2 Eq. Emissions,N2O Equivalent,t,4455.3682
4813029,Woodlands County,2008,CO2 Eq. Emissions,N2O Equivalent,t,4304.908
4813029,Woodlands County,2009,CO2 Eq. Emissions,N2O Equivalent,t,72736.97061
4813029,Woodlands County,2010,CO2 Eq. Emissions,N2O Equivalent,t,86926.6897
4813029,Woodlands County,2011,CO2 Eq. Emissions,N2O Equivalent,t,33151.1584
4813029,Woodlands County,2012,CO2 Eq. Emissions,N2O Equivalent,t,34078.18604
4813029,Woodlands County,2013,CO2 Eq. Emissions,N2O Equivalent,t,35601.672
4813029,Woodlands County,2014,CO2 Eq. Emissions,N2O Equivalent,t,29189.0395
4813029,Woodlands County,2015,CO2 Eq. Emissions,N2O Equivalent,t,32787.5993
4813029,Woodlands County,2016,CO2 Eq. Emissions,N2O Equivalent,t,43564.173
4813029,Woodlands County,2017,CO2 Eq. Emissions,N2O Equivalent,t,37499.128
4813029,Woodlands County,2018,CO2 Eq. Emissions,N2O Equivalent,t,52418.647
4813029,Woodlands County,2019,CO2 Eq. Emissions,N2O Equivalent,t,6361.54755
4813029,Woodlands County,2020,CO2 Eq. Emissions,N2O Equivalent,t,6108.04431
4813029,Woodlands County,2021,CO2 Eq. Emissions,N2O Equivalent,t,6790.81387
4813018,Barrhead County No. 11,2017,CO2 Eq. Emissions,N2O Equivalent,t,82.546
4810016,Beaver County,2009,CO2 Eq. Emissions,N2O Equivalent,t,34.4786
4810016,Beaver County,2010,CO2 Eq. Emissions,N2O Equivalent,t,52.6566
4810016,Beaver County,2011,CO2 Eq. Emissions,N2O Equivalent,t,67.84566
4810016,Beaver County,2012,CO2 Eq. Emissions,N2O Equivalent,t,186.548
4810016,Beaver County,2013,CO2 Eq. Emissions,N2O Equivalent,t,62.58
4810016,Beaver County,2014,CO2 Eq. Emissions,N2O Equivalent,t,253.3
4810016,Beaver County,2015,CO2 Eq. Emissions,N2O Equivalent,t,208.51745
4810016,Beaver County,2016,CO2 Eq. Emissions,N2O Equivalent,t,200.47652
4810016,Beaver County,2017,CO2 Eq. Emissions,N2O Equivalent,t,336.40296
4810016,Beaver County,2018,CO2 Eq. Emissions,N2O Equivalent,t,142.04706
4810016,Beaver County,2019,CO2 Eq. Emissions,N2O Equivalent,t,222.44121
4810016,Beaver County,2020,CO2 Eq. Emissions,N2O Equivalent,t,146.93903
4810016,Beaver County,2021,CO2 Eq. Emissions,N2O Equivalent,t,171.44238
4801006,Medicine Hat,2004,CO2 Eq. Emissions,N2O Equivalent,t,8948.9403
4801006,Medicine Hat,2005,CO2 Eq. Emissions,N2O Equivalent,t,8547.4744
4801006,Medicine Hat,2006,CO2 Eq. Emissions,N2O Equivalent,t,8981.72
4801006,Medicine Hat,2007,CO2 Eq. Emissions,N2O Equivalent,t,7203.6434
4801006,Medicine Hat,2008,CO2 Eq. Emissions,N2O Equivalent,t,7774.1346
4801006,Medicine Hat,2009,CO2 Eq. Emissions,N2O Equivalent,t,7026.542
4801006,Medicine Hat,2010,CO2 Eq. Emissions,N2O Equivalent,t,7721.1502
4801006,Medicine Hat,2011,CO2 Eq. Emissions,N2O Equivalent,t,41872.19456
4801006,Medicine Hat,2012,CO2 Eq. Emissions,N2O Equivalent,t,9523.9611
4801006,Medicine Hat,2013,CO2 Eq. Emissions,N2O Equivalent,t,9864.0685
4801006,Medicine Hat,2014,CO2 Eq. Emissions,N2O Equivalent,t,9538.6823
4801006,Medicine Hat,2015,CO2 Eq. Emissions,N2O Equivalent,t,9837.2777
4801006,Medicine Hat,2016,CO2 Eq. Emissions,N2O Equivalent,t,9561.8959
4801006,Medicine Hat,2017,CO2 Eq. Emissions,N2O Equivalent,t,10033.5706
4801006,Medicine Hat,2018,CO2 Eq. Emissions,N2O Equivalent,t,10677.95388
4801006,Medicine Hat,2019,CO2 Eq. Emissions,N2O Equivalent,t,12590.18412
4801006,Medicine Hat,2020,CO2 Eq. Emissions,N2O Equivalent,t,11501.0418
4801006,Medicine Hat,2021,CO2 Eq. Emissions,N2O Equivalent,t,11048.8864
4801008,Forty Mile County No. 8,2017,CO2 Eq. Emissions,N2O Equivalent,t,56.2028
4801008,Forty Mile County No. 8,2018,CO2 Eq. Emissions,N2O Equivalent,t,105.194
4801008,Forty Mile County No. 8,2019,CO2 Eq. Emissions,N2O Equivalent,t,120.79698
4801008,Forty Mile County No. 8,2020,CO2 Eq. Emissions,N2O Equivalent,t,79.62947
4801008,Forty Mile County No. 8,2021,CO2 Eq. Emissions,N2O Equivalent,t,345.9035
4801003,Cypress County,2004,CO2 Eq. Emissions,N2O Equivalent,t,4106.44
4801003,Cypress County,2005,CO2 Eq. Emissions,N2O Equivalent,t,2652.2
4801003,Cypress County,2006,CO2 Eq. Emissions,N2O Equivalent,t,2235.0
4801003,Cypress County,2007,CO2 Eq. Emissions,N2O Equivalent,t,1666.118
4801003,Cypress County,2008,CO2 Eq. Emissions,N2O Equivalent,t,1752.24
4801003,Cypress County,2009,CO2 Eq. Emissions,N2O Equivalent,t,3780.428
4801003,Cypress County,2010,CO2 Eq. Emissions,N2O Equivalent,t,3225.5222
4801003,Cypress County,2011,CO2 Eq. Emissions,N2O Equivalent,t,3290.0094
4801003,Cypress County,2012,CO2 Eq. Emissions,N2O Equivalent,t,1851.87272
4801003,Cypress County,2013,CO2 Eq. Emissions,N2O Equivalent,t,2050.08802
4801003,Cypress County,2014,CO2 Eq. Emissions,N2O Equivalent,t,2663.78415
4801003,Cypress County,2015,CO2 Eq. Emissions,N2O Equivalent,t,2539.8838
4801003,Cypress County,2016,CO2 Eq. Emissions,N2O Equivalent,t,2043.55377
4801003,Cypress County,2017,CO2 Eq. Emissions,N2O Equivalent,t,5252.05302
4801003,Cypress County,2018,CO2 Eq. Emissions,N2O Equivalent,t,6512.4026
4801003,Cypress County,2019,CO2 Eq. Emissions,N2O Equivalent,t,6766.59779
4801003,Cypress County,2020,CO2 Eq. Emissions,N2O Equivalent,t,11970.45021
4801003,Cypress County,2021,CO2 Eq. Emissions,N2O Equivalent,t,12034.42008
4803018,Willow Creek No. 26,2017,CO2 Eq. Emissions,N2O Equivalent,t,57.812
4803018,Willow Creek No. 26,2018,CO2 Eq. Emissions,N2O Equivalent,t,83.3506
4803018,Willow Creek No. 26,2019,CO2 Eq. Emissions,N2O Equivalent,t,211.97902
4803018,Willow Creek No. 26,2020,CO2 Eq. Emissions,N2O Equivalent,t,508.82546
4803018,Willow Creek No. 26,2021,CO2 Eq. Emissions,N2O Equivalent,t,2624.43504
4802011,Lethbridge County,2017,CO2 Eq. Emissions,N2O Equivalent,t,257.174
4802011,Lethbridge County,2018,CO2 Eq. Emissions,N2O Equivalent,t,286.2588
4802011,Lethbridge County,2019,CO2 Eq. Emissions,N2O Equivalent,t,282.80081
4802011,Lethbridge County,2020,CO2 Eq. Emissions,N2O Equivalent,t,396.936
4802011,Lethbridge County,2021,CO2 Eq. Emissions,N2O Equivalent,t,1193.66969
4802021,"Taber, M.D.",2004,CO2 Eq. Emissions,N2O Equivalent,t,2559.224
4802021,"Taber, M.D.",2006,CO2 Eq. Emissions,N2O Equivalent,t,4499.8
4802021,"Taber, M.D.",2009,CO2 Eq. Emissions,N2O Equivalent,t,1644.662
4802021,"Taber, M.D.",2010,CO2 Eq. Emissions,N2O Equivalent,t,1798.728
4802021,"Taber, M.D.",2013,CO2 Eq. Emissions,N2O Equivalent,t,1192.6556
4802021,"Taber, M.D.",2014,CO2 Eq. Emissions,N2O Equivalent,t,1312.243
4802021,"Taber, M.D.",2015,CO2 Eq. Emissions,N2O Equivalent,t,1026.2226
4802021,"Taber, M.D.",2016,CO2 Eq. Emissions,N2O Equivalent,t,866.7628
4802021,"Taber, M.D.",2017,CO2 Eq. Emissions,N2O Equivalent,t,801.7988
4802021,"Taber, M.D.",2018,CO2 Eq. Emissions,N2O Equivalent,t,433.7241
4802021,"Taber, M.D.",2019,CO2 Eq. Emissions,N2O Equivalent,t,477.19485
4802021,"Taber, M.D.",2020,CO2 Eq. Emissions,N2O Equivalent,t,388.294
4802021,"Taber, M.D.",2021,CO2 Eq. Emissions,N2O Equivalent,t,728.6404
4802022,Taber,2009,CO2 Eq. Emissions,N2O Equivalent,t,189.4684
4802022,Taber,2010,CO2 Eq. Emissions,N2O Equivalent,t,252.1378
4802022,Taber,2011,CO2 Eq. Emissions,N2O Equivalent,t,241.1118
4802022,Taber,2012,CO2 Eq. Emissions,N2O Equivalent,t,281.0438
4802022,Taber,2013,CO2 Eq. Emissions,N2O Equivalent,t,309.5326
4802022,Taber,2014,CO2 Eq. Emissions,N2O Equivalent,t,248.979
4802022,Taber,2015,CO2 Eq. Emissions,N2O Equivalent,t,279.0472
4802022,Taber,2016,CO2 Eq. Emissions,N2O Equivalent,t,1001.4886
4802022,Taber,2017,CO2 Eq. Emissions,N2O Equivalent,t,1078.7004
4802022,Taber,2018,CO2 Eq. Emissions,N2O Equivalent,t,1114.5796
4802022,Taber,2019,CO2 Eq. Emissions,N2O Equivalent,t,1403.48166
4802022,Taber,2020,CO2 Eq. Emissions,N2O Equivalent,t,301.06046
4802022,Taber,2021,CO2 Eq. Emissions,N2O Equivalent,t,451.2316
4803011,Pincher Creek No. 9,2004,CO2 Eq. Emissions,N2O Equivalent,t,5662.0
4803011,Pincher Creek No. 9,2005,CO2 Eq. Emissions,N2O Equivalent,t,5364.0
4803011,Pincher Creek No. 9,2006,CO2 Eq. Emissions,N2O Equivalent,t,5662.0
4803011,Pincher Creek No. 9,2007,CO2 Eq. Emissions,N2O Equivalent,t,5817.6755
4803011,Pincher Creek No. 9,2008,CO2 Eq. Emissions,N2O Equivalent,t,3295.135
4803011,Pincher Creek No. 9,2009,CO2 Eq. Emissions,N2O Equivalent,t,3425.8378
4803011,Pincher Creek No. 9,2010,CO2 Eq. Emissions,N2O Equivalent,t,3928.832
4803011,Pincher Creek No. 9,2011,CO2 Eq. Emissions,N2O Equivalent,t,5217.235
4803011,Pincher Creek No. 9,2012,CO2 Eq. Emissions,N2O Equivalent,t,4959.4352
4803011,Pincher Creek No. 9,2013,CO2 Eq. Emissions,N2O Equivalent,t,3392.73
4803011,Pincher Creek No. 9,2014,CO2 Eq. Emissions,N2O Equivalent,t,3125.275
4803011,Pincher Creek No. 9,2015,CO2 Eq. Emissions,N2O Equivalent,t,2924.1846
4803011,Pincher Creek No. 9,2016,CO2 Eq. Emissions,N2O Equivalent,t,2798.1008
4803011,Pincher Creek No. 9,2017,CO2 Eq. Emissions,N2O Equivalent,t,2524.4772
4803011,Pincher Creek No. 9,2018,CO2 Eq. Emissions,N2O Equivalent,t,4141.5742
4803011,Pincher Creek No. 9,2019,CO2 Eq. Emissions,N2O Equivalent,t,3132.80129
4803011,Pincher Creek No. 9,2020,CO2 Eq. Emissions,N2O Equivalent,t,4207.70457
4803011,Pincher Creek No. 9,2021,CO2 Eq. Emissions,N2O Equivalent,t,3752.68956
4803014,Pincher Creek,2017,CO2 Eq. Emissions,N2O Equivalent,t,4.2316
4803014,Pincher Creek,2018,CO2 Eq. Emissions,N2O Equivalent,t,555.621
4803014,Pincher Creek,2019,CO2 Eq. Emissions,N2O Equivalent,t,563.1604
4803014,Pincher Creek,2020,CO2 Eq. Emissions,N2O Equivalent,t,1450.8428
4803014,Pincher Creek,2021,CO2 Eq. Emissions,N2O Equivalent,t,1578.8934
4804004,Special Area No. 2,2004,CO2 Eq. Emissions,N2O Equivalent,t,26915.95689
4804004,Special Area No. 2,2005,CO2 Eq. Emissions,N2O Equivalent,t,26570.3955
4804004,Special Area No. 2,2006,CO2 Eq. Emissions,N2O Equivalent,t,26231.98729
4804004,Special Area No. 2,2007,CO2 Eq. Emissions,N2O Equivalent,t,26224.59689
4804004,Special Area No. 2,2008,CO2 Eq. Emissions,N2O Equivalent,t,26578.88731
4804004,Special Area No. 2,2009,CO2 Eq. Emissions,N2O Equivalent,t,21827.7845
4804004,Special Area No. 2,2010,CO2 Eq. Emissions,N2O Equivalent,t,22032.1234
4804004,Special Area No. 2,2011,CO2 Eq. Emissions,N2O Equivalent,t,25519.85669
4804004,Special Area No. 2,2012,CO2 Eq. Emissions,N2O Equivalent,t,22357.86243
4804004,Special Area No. 2,2013,CO2 Eq. Emissions,N2O Equivalent,t,21711.3866
4804004,Special Area No. 2,2014,CO2 Eq. Emissions,N2O Equivalent,t,23657.8326
4804004,Special Area No. 2,2015,CO2 Eq. Emissions,N2O Equivalent,t,19753.9432
4804004,Special Area No. 2,2016,CO2 Eq. Emissions,N2O Equivalent,t,22609.0508
4804004,Special Area No. 2,2017,CO2 Eq. Emissions,N2O Equivalent,t,25512.6442
4804004,Special Area No. 2,2018,CO2 Eq. Emissions,N2O Equivalent,t,21423.10378
4804004,Special Area No. 2,2019,CO2 Eq. Emissions,N2O Equivalent,t,23474.97384
4804004,Special Area No. 2,2020,CO2 Eq. Emissions,N2O Equivalent,t,15416.60982
4804004,Special Area No. 2,2021,CO2 Eq. Emissions,N2O Equivalent,t,6027.44068
4804012,Special Area No. 3,2017,CO2 Eq. Emissions,N2O Equivalent,t,101.171
4804012,Special Area No. 3,2018,CO2 Eq. Emissions,N2O Equivalent,t,96.88069
4804012,Special Area No. 3,2019,CO2 Eq. Emissions,N2O Equivalent,t,337.8724
4804012,Special Area No. 3,2020,CO2 Eq. Emissions,N2O Equivalent,t,335.2202
4804012,Special Area No. 3,2021,CO2 Eq. Emissions,N2O Equivalent,t,326.1312
4804019,Youngstown,2016,CO2 Eq. Emissions,N2O Equivalent,t,13773.5603
4804020,Special Area No. 4,2017,CO2 Eq. Emissions,N2O Equivalent,t,75.23874
4804020,Special Area No. 4,2018,CO2 Eq. Emissions,N2O Equivalent,t,7104.62068
4804020,Special Area No. 4,2019,CO2 Eq. Emissions,N2O Equivalent,t,2078.8778
4804020,Special Area No. 4,2020,CO2 Eq. Emissions,N2O Equivalent,t,2463.5958
4804020,Special Area No. 4,2021,CO2 Eq. Emissions,N2O Equivalent,t,2436.12914
4805001,Vulcan County,2019,CO2 Eq. Emissions,N2O Equivalent,t,1302.26
4805802,Siksika 146,2017,CO2 Eq. Emissions,N2O Equivalent,t,211.282
4805802,Siksika 146,2018,CO2 Eq. Emissions,N2O Equivalent,t,199.66
4805802,Siksika 146,2019,CO2 Eq. Emissions,N2O Equivalent,t,187.74
4805802,Siksika 146,2020,CO2 Eq. Emissions,N2O Equivalent,t,840.36
4805802,Siksika 146,2021,CO2 Eq. Emissions,N2O Equivalent,t,768.84
4806001,Foothills County,2004,CO2 Eq. Emissions,N2O Equivalent,t,1192.0
4806001,Foothills County,2005,CO2 Eq. Emissions,N2O Equivalent,t,804.6
4806001,Foothills County,2006,CO2 Eq. Emissions,N2O Equivalent,t,914.86
4806001,Foothills County,2007,CO2 Eq. Emissions,N2O Equivalent,t,800.428
4806001,Foothills County,2008,CO2 Eq. Emissions,N2O Equivalent,t,857.048
4806001,Foothills County,2009,CO2 Eq. Emissions,N2O Equivalent,t,1136.9892
4806001,Foothills County,2010,CO2 Eq. Emissions,N2O Equivalent,t,1096.193
4806001,Foothills County,2011,CO2 Eq. Emissions,N2O Equivalent,t,1070.96492
4806001,Foothills County,2012,CO2 Eq. Emissions,N2O Equivalent,t,1986.8554
4806001,Foothills County,2013,CO2 Eq. Emissions,N2O Equivalent,t,1934.4372
4806001,Foothills County,2014,CO2 Eq. Emissions,N2O Equivalent,t,1582.082
4806001,Foothills County,2015,CO2 Eq. Emissions,N2O Equivalent,t,1495.4534
4806001,Foothills County,2016,CO2 Eq. Emissions,N2O Equivalent,t,1370.4722
4806001,Foothills County,2017,CO2 Eq. Emissions,N2O Equivalent,t,1318.99866
4806001,Foothills County,2018,CO2 Eq. Emissions,N2O Equivalent,t,1664.65482
4806001,Foothills County,2019,CO2 Eq. Emissions,N2O Equivalent,t,1457.34516
4806001,Foothills County,2020,CO2 Eq. Emissions,N2O Equivalent,t,1413.59876
4806001,Foothills County,2021,CO2 Eq. Emissions,N2O Equivalent,t,1385.72801
4806006,High River,2014,CO2 Eq. Emissions,N2O Equivalent,t,307.90075
4806006,High River,2015,CO2 Eq. Emissions,N2O Equivalent,t,244.63148
4806006,High River,2016,CO2 Eq. Emissions,N2O Equivalent,t,253.77263
4806006,High River,2017,CO2 Eq. Emissions,N2O Equivalent,t,273.14918
4806006,High River,2018,CO2 Eq. Emissions,N2O Equivalent,t,233.03004
4806006,High River,2019,CO2 Eq. Emissions,N2O Equivalent,t,249.68496
4806006,High River,2020,CO2 Eq. Emissions,N2O Equivalent,t,1101.23516
4806006,High River,2021,CO2 Eq. Emissions,N2O Equivalent,t,1286.73211
4806014,Rocky View County,2004,CO2 Eq. Emissions,N2O Equivalent,t,13388.4248
4806014,Rocky View County,2005,CO2 Eq. Emissions,N2O Equivalent,t,11916.5134
4806014,Rocky View County,2006,CO2 Eq. Emissions,N2O Equivalent,t,9705.2342
4806014,Rocky View County,2007,CO2 Eq. Emissions,N2O Equivalent,t,8686.0444
4806014,Rocky View County,2008,CO2 Eq. Emissions,N2O Equivalent,t,9083.189
4806014,Rocky View County,2009,CO2 Eq. Emissions,N2O Equivalent,t,8919.7062
4806014,Rocky View County,2010,CO2 Eq. Emissions,N2O Equivalent,t,8148.96913
4806014,Rocky View County,2011,CO2 Eq. Emissions,N2O Equivalent,t,7675.884
4806014,Rocky View County,2012,CO2 Eq. Emissions,N2O Equivalent,t,8816.03349
4806014,Rocky View County,2013,CO2 Eq. Emissions,N2O Equivalent,t,8690.425
4806014,Rocky View County,2014,CO2 Eq. Emissions,N2O Equivalent,t,7053.064
4806014,Rocky View County,2015,CO2 Eq. Emissions,N2O Equivalent,t,7459.1188
4806014,Rocky View County,2016,CO2 Eq. Emissions,N2O Equivalent,t,6940.718
4806014,Rocky View County,2017,CO2 Eq. Emissions,N2O Equivalent,t,7843.0626
4806014,Rocky View County,2018,CO2 Eq. Emissions,N2O Equivalent,t,65177.23986
4806014,Rocky View County,2019,CO2 Eq. Emissions,N2O Equivalent,t,11055.76096
4806014,Rocky View County,2020,CO2 Eq. Emissions,N2O Equivalent,t,10810.35468
4806014,Rocky View County,2021,CO2 Eq. Emissions,N2O Equivalent,t,10646.31254
4806016,Calgary,2004,CO2 Eq. Emissions,N2O Equivalent,t,31835.638
4806016,Calgary,2005,CO2 Eq. Emissions,N2O Equivalent,t,32385.448
4806016,Calgary,2006,CO2 Eq. Emissions,N2O Equivalent,t,37707.42911
4806016,Calgary,2007,CO2 Eq. Emissions,N2O Equivalent,t,33747.2183
4806016,Calgary,2008,CO2 Eq. Emissions,N2O Equivalent,t,27506.1754
4806016,Calgary,2009,CO2 Eq. Emissions,N2O Equivalent,t,26143.7781
4806016,Calgary,2010,CO2 Eq. Emissions,N2O Equivalent,t,24952.0758
4806016,Calgary,2011,CO2 Eq. Emissions,N2O Equivalent,t,26903.7082
4806016,Calgary,2012,CO2 Eq. Emissions,N2O Equivalent,t,28840.46295
4806016,Calgary,2013,CO2 Eq. Emissions,N2O Equivalent,t,31825.38769
4806016,Calgary,2014,CO2 Eq. Emissions,N2O Equivalent,t,37093.7288
4806016,Calgary,2015,CO2 Eq. Emissions,N2O Equivalent,t,32105.2395
4806016,Calgary,2016,CO2 Eq. Emissions,N2O Equivalent,t,36768.45137
4806016,Calgary,2017,CO2 Eq. Emissions,N2O Equivalent,t,58259.90324
4806016,Calgary,2018,CO2 Eq. Emissions,N2O Equivalent,t,78487.32463
4806016,Calgary,2019,CO2 Eq. Emissions,N2O Equivalent,t,79408.69802
4806016,Calgary,2020,CO2 Eq. Emissions,N2O Equivalent,t,74304.59872
4806016,Calgary,2021,CO2 Eq. Emissions,N2O Equivalent,t,87191.06814
4806028,Mountain View County,2004,CO2 Eq. Emissions,N2O Equivalent,t,2994.9
4806028,Mountain View County,2005,CO2 Eq. Emissions,N2O Equivalent,t,2303.54
4806028,Mountain View County,2006,CO2 Eq. Emissions,N2O Equivalent,t,3030.66
4806028,Mountain View County,2007,CO2 Eq. Emissions,N2O Equivalent,t,2783.618
4806028,Mountain View County,2008,CO2 Eq. Emissions,N2O Equivalent,t,2994.8106
4806028,Mountain View County,2009,CO2 Eq. Emissions,N2O Equivalent,t,3412.8748
4806028,Mountain View County,2010,CO2 Eq. Emissions,N2O Equivalent,t,3521.2872
4806028,Mountain View County,2011,CO2 Eq. Emissions,N2O Equivalent,t,4317.1254
4806028,Mountain View County,2012,CO2 Eq. Emissions,N2O Equivalent,t,4809.9584
4806028,Mountain View County,2013,CO2 Eq. Emissions,N2O Equivalent,t,5519.9732
4806028,Mountain View County,2014,CO2 Eq. Emissions,N2O Equivalent,t,5273.6464
4806028,Mountain View County,2015,CO2 Eq. Emissions,N2O Equivalent,t,4822.2658
4806028,Mountain View County,2016,CO2 Eq. Emissions,N2O Equivalent,t,3864.4342
4806028,Mountain View County,2017,CO2 Eq. Emissions,N2O Equivalent,t,4366.76982
4806028,Mountain View County,2018,CO2 Eq. Emissions,N2O Equivalent,t,22265.79384
4806028,Mountain View County,2019,CO2 Eq. Emissions,N2O Equivalent,t,14173.57762
4806028,Mountain View County,2020,CO2 Eq. Emissions,N2O Equivalent,t,9220.418
4806028,Mountain View County,2021,CO2 Eq. Emissions,N2O Equivalent,t,10515.71195
4806029,Carstairs,2004,CO2 Eq. Emissions,N2O Equivalent,t,444.02
4806029,Carstairs,2005,CO2 Eq. Emissions,N2O Equivalent,t,306.94
4806029,Carstairs,2006,CO2 Eq. Emissions,N2O Equivalent,t,572.16
4806029,Carstairs,2007,CO2 Eq. Emissions,N2O Equivalent,t,615.2806
4806029,Carstairs,2008,CO2 Eq. Emissions,N2O Equivalent,t,440.0566
4810011,Camrose,2016,CO2 Eq. Emissions,N2O Equivalent,t,53.64
4810011,Camrose,2017,CO2 Eq. Emissions,N2O Equivalent,t,271.69494
4810011,Camrose,2018,CO2 Eq. Emissions,N2O Equivalent,t,247.91425
4810011,Camrose,2019,CO2 Eq. Emissions,N2O Equivalent,t,275.9033
4810011,Camrose,2020,CO2 Eq. Emissions,N2O Equivalent,t,298.03487
4810011,Camrose,2021,CO2 Eq. Emissions,N2O Equivalent,t,255.78949
4807001,Provost No. 52,2017,CO2 Eq. Emissions,N2O Equivalent,t,71.7584
4807001,Provost No. 52,2018,CO2 Eq. Emissions,N2O Equivalent,t,67.51935
