samplenumber,waterbodyname,beachname,beachaccessnumber,collectiondate,parameters,cellcount
M121719,Moose Lake,Franchere Bay Provincial Park,9622238,20-Aug-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),20066
M121719,Moose Lake,Franchere Bay Provincial Park,9622238,20-Aug-12,Merismopedia tenuissima (Lemmermann),3259
M121719,Moose Lake,Franchere Bay Provincial Park,9622238,20-Aug-12,Microcystis aeruginosa (Kützing) Kützing,76394
M121719,Moose Lake,Franchere Bay Provincial Park,9622238,20-Aug-12,Microcystis viridis (A. Braun) Lemmermann,61115
M121719,Moose Lake,Franchere Bay Provincial Park,9622238,20-Aug-12,Oscillatoria (Vaucher ex Gomont),1477
M121719,Moose Lake,Franchere Bay Provincial Park,9622238,20-Aug-12,Total cyanobacterial cell count,200253
M121716,Moose Lake,Franchere Bay Provincial Park,9622238,27-Aug-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),3972
M121716,Moose Lake,Franchere Bay Provincial Park,9622238,27-Aug-12,Anabaena flos-aquae var. intermedia f. spiroides (Woronichin),2750
M121716,Moose Lake,Franchere Bay Provincial Park,9622238,27-Aug-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),534759
M121716,Moose Lake,Franchere Bay Provincial Park,9622238,27-Aug-12,Microcystis aeruginosa (Kützing) Kützing,114591
M121716,Moose Lake,Franchere Bay Provincial Park,9622238,27-Aug-12,Microcystis viridis (A. Braun) Lemmermann,190985
M121716,Moose Lake,Franchere Bay Provincial Park,9622238,27-Aug-12,Oscillatoria (Vaucher ex Gomont),5857
M121716,Moose Lake,Franchere Bay Provincial Park,9622238,27-Aug-12,Oscillatoria tenuis (C.Agardh ex Gomont),4635
M121716,Moose Lake,Franchere Bay Provincial Park,9622238,27-Aug-12,Pseudanabaena (Lauterborn),13904
M121716,Moose Lake,Franchere Bay Provincial Park,9622238,27-Aug-12,Total cyanobacterial cell count,871453
M121831,Moose Lake,Franchere Bay Provincial Park,9622238,12-Sep-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),15381
M121831,Moose Lake,Franchere Bay Provincial Park,9622238,12-Sep-12,Anabaena cylindrica (Lemmermann),4635
M121831,Moose Lake,Franchere Bay Provincial Park,9622238,12-Sep-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),22867
M121831,Moose Lake,Franchere Bay Provincial Park,9622238,12-Sep-12,Total cyanobacterial cell count,42883
M121701,Moose Lake,Moose Lake East (Vezeau),9622236,9-Jul-12,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),3820
M121701,Moose Lake,Moose Lake East (Vezeau),9622236,9-Jul-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),17367
M121701,Moose Lake,Moose Lake East (Vezeau),9622236,9-Jul-12,Anabaena spiroides (Klebahn),8302
M121701,Moose Lake,Moose Lake East (Vezeau),9622236,9-Jul-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),4074
M121701,Moose Lake,Moose Lake East (Vezeau),9622236,9-Jul-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),17876
M121701,Moose Lake,Moose Lake East (Vezeau),9622236,9-Jul-12,Total cyanobacterial cell count,51439
M121706,Moose Lake,Moose Lake East (Vezeau),9622236,16-Jul-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),7436
M121706,Moose Lake,Moose Lake East (Vezeau),9622236,16-Jul-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),30710
M121706,Moose Lake,Moose Lake East (Vezeau),9622236,16-Jul-12,Total cyanobacterial cell count,38146
M121727,Moose Lake,Moose Lake East (Vezeau),9622236,23-Jul-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),5959
M121727,Moose Lake,Moose Lake East (Vezeau),9622236,23-Jul-12,Anabaena flos-aquae var. intermedia f. spiroides (Woronichin),2546
M121727,Moose Lake,Moose Lake East (Vezeau),9622236,23-Jul-12,Anabaena spiroides (Klebahn),3209
M121727,Moose Lake,Moose Lake East (Vezeau),9622236,23-Jul-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),4584
M121727,Moose Lake,Moose Lake East (Vezeau),9622236,23-Jul-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),21085
M121727,Moose Lake,Moose Lake East (Vezeau),9622236,23-Jul-12,Total cyanobacterial cell count,37383
M121728,Moose Lake,Moose Lake East (Vezeau),9622236,30-Jul-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),19557
M121728,Moose Lake,Moose Lake East (Vezeau),9622236,30-Jul-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),17163
M121728,Moose Lake,Moose Lake East (Vezeau),9622236,30-Jul-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),134505
M121728,Moose Lake,Moose Lake East (Vezeau),9622236,30-Jul-12,Total cyanobacterial cell count,171225
M121724,Moose Lake,Moose Lake East (Vezeau),9622236,7-Aug-12,Total cyanobacterial cell count,0
M121721,Moose Lake,Moose Lake East (Vezeau),9622236,13-Aug-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),25057
M121721,Moose Lake,Moose Lake East (Vezeau),9622236,13-Aug-12,Anabaena cylindrica (Lemmermann),2852
M121721,Moose Lake,Moose Lake East (Vezeau),9622236,13-Aug-12,Anabaena spiroides (Klebahn),3361
M121721,Moose Lake,Moose Lake East (Vezeau),9622236,13-Aug-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),9829
M121721,Moose Lake,Moose Lake East (Vezeau),9622236,13-Aug-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),48383
M121721,Moose Lake,Moose Lake East (Vezeau),9622236,13-Aug-12,Microcystis aeruginosa (Kützing) Kützing,96766
M121721,Moose Lake,Moose Lake East (Vezeau),9622236,13-Aug-12,Microcystis viridis (A. Braun) Lemmermann,76394
M121721,Moose Lake,Moose Lake East (Vezeau),9622236,13-Aug-12,Total cyanobacterial cell count,262642
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),35752
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Anabaena cylindrica (Lemmermann),2394
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Anabaena spiroides (Klebahn),5144
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),10542
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),178253
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Microcystis aeruginosa (Kützing) Kützing,168067
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Microcystis viridis (A. Braun) Lemmermann,213904
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Oscillatoria (Vaucher ex Gomont),3310
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Spirulina (Turpin ex Gomont),306
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Spirulina laxa G.M. Smith,917
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Spirulina laxissima G.S. West,1171
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Synechococcus (Nägeli),27655
M121718,Moose Lake,Moose Lake East (Vezeau),9622236,20-Aug-12,Total cyanobacterial cell count,647415
M121714,Moose Lake,Moose Lake East (Vezeau),9622236,27-Aug-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),11561
M121714,Moose Lake,Moose Lake East (Vezeau),9622236,27-Aug-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),8811
M121714,Moose Lake,Moose Lake East (Vezeau),9622236,27-Aug-12,Total cyanobacterial cell count,20372
M121832,Moose Lake,Moose Lake East (Vezeau),9622236,12-Sep-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),2648
M121832,Moose Lake,Moose Lake East (Vezeau),9622236,12-Sep-12,Anabaena spiroides (Klebahn),2648
M121832,Moose Lake,Moose Lake East (Vezeau),9622236,12-Sep-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),13547
M121832,Moose Lake,Moose Lake East (Vezeau),9622236,12-Sep-12,Total cyanobacterial cell count,18843
M121405,Pigeon Lake,Grandview Beach,9622296,26-Jun-12,Total cyanobacterial cell count,0
M121414,Pigeon Lake,Grandview Beach,9622296,3-Jul-12,Total cyanobacterial cell count,0
M121409,Pigeon Lake,Grandview Beach,9622296,10-Jul-12,Aphanocapsa delicatissima (West & G.S. West),534759
M121409,Pigeon Lake,Grandview Beach,9622296,10-Jul-12,Total cyanobacterial cell count,534759
M121422,Pigeon Lake,Grandview Beach,9622296,17-Jul-12,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),2648
M121422,Pigeon Lake,Grandview Beach,9622296,17-Jul-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),361
M121422,Pigeon Lake,Grandview Beach,9622296,17-Jul-12,Anabaena planctonica (Brunnthaler),322
M121422,Pigeon Lake,Grandview Beach,9622296,17-Jul-12,Anabaena spiroides (Klebahn),45466
M121422,Pigeon Lake,Grandview Beach,9622296,17-Jul-12,Cyanodictyon (Pascher),18324
M121422,Pigeon Lake,Grandview Beach,9622296,17-Jul-12,Synechococcus (Nägeli),361903
M121422,Pigeon Lake,Grandview Beach,9622296,17-Jul-12,Total cyanobacterial cell count,429024
M121408,Pigeon Lake,Grandview Beach,9622296,24-Jul-12,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),4330
M121408,Pigeon Lake,Grandview Beach,9622296,24-Jul-12,Total cyanobacterial cell count,4330
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),5246
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Anabaena cylindrica (Lemmermann),2597
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Anabaena flos-aquae var. intermedia f. spiroides (Woronichin),16552
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Anabaena planctonica (Brunnthaler),35345
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Anabaena spiroides (Klebahn),4635
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),13191
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Aphanocapsa delicatissima (West & G.S. West),48383
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Aphanothece clathrata (West et G.S. West),127324
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Chroococcus minutus (Kützing) Nägeli,1681
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Coelosphaerium kuetzingianum (Nägeli),38197
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),6366183
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Gomphosphaeria aponina (Kützing),9422
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Heterocysts,4023
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Merismopedia (Meyen),13445
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Microcystis aeruginosa (Kützing) Kützing,39725
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Oscillatoria (Vaucher ex Gomont),11154
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Planktothrix agardhii (Gomont) Anagnostidis & Komárek,18691
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Pseudanabaena (Lauterborn),10695
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Pseudanabaena raphidiodes (Geitler) Anagnostidis & Komárek,10237
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Small cyanophyceae,10746
M121431,Pigeon Lake,Grandview Beach,9622296,31-Jul-12,Total cyanobacterial cell count,6787472
M121435,Pigeon Lake,Grandview Beach,9622296,7-Aug-12,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),28164
M121435,Pigeon Lake,Grandview Beach,9622296,7-Aug-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),31474
M121435,Pigeon Lake,Grandview Beach,9622296,7-Aug-12,Anabaena cylindrica (Lemmermann),5348
M121435,Pigeon Lake,Grandview Beach,9622296,7-Aug-12,Coelosphaerium (Nägeli),57296
M121435,Pigeon Lake,Grandview Beach,9622296,7-Aug-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),763942
M121435,Pigeon Lake,Grandview Beach,9622296,7-Aug-12,Microcystis aeruginosa (Kützing) Kützing,180800
M121435,Pigeon Lake,Grandview Beach,9622296,7-Aug-12,Planktolyngbya limnetica (Lemmermann) J. Komárková-Legnerová & G.Cronberg,3056
M121435,Pigeon Lake,Grandview Beach,9622296,7-Aug-12,Total cyanobacterial cell count,1070080
M121440,Pigeon Lake,Grandview Beach,9622296,14-Aug-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),98650
M121440,Pigeon Lake,Grandview Beach,9622296,14-Aug-12,Anabaena planctonica (Brunnthaler),45938
M121440,Pigeon Lake,Grandview Beach,9622296,14-Aug-12,Anabaena spiroides (Klebahn),21289
M121440,Pigeon Lake,Grandview Beach,9622296,14-Aug-12,Cyanodictyon (Pascher),76394
M121440,Pigeon Lake,Grandview Beach,9622296,14-Aug-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),2037179
M121440,Pigeon Lake,Grandview Beach,9622296,14-Aug-12,Synechococcus (Nägeli),85256
M121440,Pigeon Lake,Grandview Beach,9622296,14-Aug-12,Total cyanobacterial cell count,2364706
M121447,Pigeon Lake,Grandview Beach,9622296,21-Aug-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),28470
M121447,Pigeon Lake,Grandview Beach,9622296,21-Aug-12,Anabaena planctonica (Brunnthaler),4889
M121447,Pigeon Lake,Grandview Beach,9622296,21-Aug-12,Anabaena spiroides (Klebahn),30710
M121447,Pigeon Lake,Grandview Beach,9622296,21-Aug-12,Cyanodictyon (Pascher),127324
M121447,Pigeon Lake,Grandview Beach,9622296,21-Aug-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),2979374
M121447,Pigeon Lake,Grandview Beach,9622296,21-Aug-12,Synechococcus (Nägeli),200713
M121447,Pigeon Lake,Grandview Beach,9622296,21-Aug-12,Total cyanobacterial cell count,3371480
M121452,Pigeon Lake,Grandview Beach,9622296,29-Aug-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),64884
M121452,Pigeon Lake,Grandview Beach,9622296,29-Aug-12,Anabaena spiroides (Klebahn),42119
M121452,Pigeon Lake,Grandview Beach,9622296,29-Aug-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),4329004
M121452,Pigeon Lake,Grandview Beach,9622296,29-Aug-12,Total cyanobacterial cell count,4436007
M121455,Pigeon Lake,Grandview Beach,9622296,4-Sep-12,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),8200
M121455,Pigeon Lake,Grandview Beach,9622296,4-Sep-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),50216
M121455,Pigeon Lake,Grandview Beach,9622296,4-Sep-12,Anabaena cylindrica (Lemmermann),19761
M121455,Pigeon Lake,Grandview Beach,9622296,4-Sep-12,Anabaena planctonica (Brunnthaler),36720
M121455,Pigeon Lake,Grandview Beach,9622296,4-Sep-12,Anabaena spiroides (Klebahn),2801
M121455,Pigeon Lake,Grandview Beach,9622296,4-Sep-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),1375096
M121455,Pigeon Lake,Grandview Beach,9622296,4-Sep-12,Microcystis aeruginosa (Kützing) Kützing,295391
M121455,Pigeon Lake,Grandview Beach,9622296,4-Sep-12,Total cyanobacterial cell count,1788185
M121485,Pigeon Lake,Ma-Me-O - 6th Street,9621608,26-Jun-12,Total cyanobacterial cell count,0
M121412,Pigeon Lake,Ma-Me-O - 6th Street,9621608,3-Jul-12,Total cyanobacterial cell count,0
M121417,Pigeon Lake,Ma-Me-O - 6th Street,9621608,10-Jul-12,Total cyanobacterial cell count,0
M121420,Pigeon Lake,Ma-Me-O - 6th Street,9621608,17-Jul-12,Cyanodictyon (Pascher),455430
M121420,Pigeon Lake,Ma-Me-O - 6th Street,9621608,17-Jul-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),18000
M121420,Pigeon Lake,Ma-Me-O - 6th Street,9621608,17-Jul-12,Microcystis aeruginosa (Kützing) Kützing,170314
M121420,Pigeon Lake,Ma-Me-O - 6th Street,9621608,17-Jul-12,Total cyanobacterial cell count,643744
M121426,Pigeon Lake,Ma-Me-O - 6th Street,9621608,24-Jul-12,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),11408
M121426,Pigeon Lake,Ma-Me-O - 6th Street,9621608,24-Jul-12,Anabaena circinalis (Rabenhorst ex Bornet et Flahault),5042
M121426,Pigeon Lake,Ma-Me-O - 6th Street,9621608,24-Jul-12,Anabaena planctonica (Brunnthaler),17214
M121426,Pigeon Lake,Ma-Me-O - 6th Street,9621608,24-Jul-12,Anabaena spiroides (Klebahn),9116
M121426,Pigeon Lake,Ma-Me-O - 6th Street,9621608,24-Jul-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),2852
M121426,Pigeon Lake,Ma-Me-O - 6th Street,9621608,24-Jul-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),254647
M121426,Pigeon Lake,Ma-Me-O - 6th Street,9621608,24-Jul-12,Microcystis aeruginosa (Kützing) Kützing,331042
M121426,Pigeon Lake,Ma-Me-O - 6th Street,9621608,24-Jul-12,Microcystis flos-aquae (Wittrock) Kirchner,61115
M121426,Pigeon Lake,Ma-Me-O - 6th Street,9621608,24-Jul-12,Microcystis wesenbergii (Komárek) Komárek,25465
M121426,Pigeon Lake,Ma-Me-O - 6th Street,9621608,24-Jul-12,Oscillatoria (Vaucher ex Gomont),12885
M121426,Pigeon Lake,Ma-Me-O - 6th Street,9621608,24-Jul-12,Pseudanabaena (Lauterborn),10339
M121426,Pigeon Lake,Ma-Me-O - 6th Street,9621608,24-Jul-12,Total cyanobacterial cell count,741125
M121428,Pigeon Lake,Ma-Me-O - 6th Street,9621608,31-Jul-12,Cyanobium (Rippka et Cohen-Bazire),254647
M121428,Pigeon Lake,Ma-Me-O - 6th Street,9621608,31-Jul-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),1782531
M121428,Pigeon Lake,Ma-Me-O - 6th Street,9621608,31-Jul-12,Merismopedia glauca (Ehrenberg) Kützing,3463
M121428,Pigeon Lake,Ma-Me-O - 6th Street,9621608,31-Jul-12,Merismopedia minima (G.Beck),14464
M121428,Pigeon Lake,Ma-Me-O - 6th Street,9621608,31-Jul-12,Planktolyngbya limnetica (Lemmermann) J. Komárková-Legnerová & G.Cronberg,20219
M121428,Pigeon Lake,Ma-Me-O - 6th Street,9621608,31-Jul-12,Total cyanobacterial cell count,2075324
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Anabaena flos-aquae var. intermedia f. spiroides (Woronichin),17265
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Anabaena spiroides (Klebahn),23275
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),30609
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Chroococcus (Nägeli),8352
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Cyanobium (Rippka et Cohen-Bazire),89127
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Cyanodictyon (Pascher),178253
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Filamentous cyanobacteria,2648
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),789407
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Gomphosphaeria aponina (Kützing),10237
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Heterocysts,560
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Microcystis aeruginosa (Kützing) Kützing,178253
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Microcystis flos-aquae (Wittrock) Kirchner,48383
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Planktolyngbya limnetica (Lemmermann) J. Komárková-Legnerová & G.Cronberg,15330
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Plectonema Thuret ex Gomont,33308
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Pseudanabaena (Lauterborn),4329
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Small cyanophyceae,25821
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Synechococcus (Nägeli),120550
M121433,Pigeon Lake,Ma-Me-O - 6th Street,9621608,7-Aug-12,Total cyanobacterial cell count,1575707
M121438,Pigeon Lake,Ma-Me-O - 6th Street,9621608,14-Aug-12,Anabaena flos-aquae var. intermedia f. spiroides (Woronichin),2801
M121438,Pigeon Lake,Ma-Me-O - 6th Street,9621608,14-Aug-12,Anabaena spiroides (Klebahn),5551
M121438,Pigeon Lake,Ma-Me-O - 6th Street,9621608,14-Aug-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),11663
M121438,Pigeon Lake,Ma-Me-O - 6th Street,9621608,14-Aug-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),17622
M121438,Pigeon Lake,Ma-Me-O - 6th Street,9621608,14-Aug-12,Microcystis aeruginosa (Kützing) Kützing,12732
M121438,Pigeon Lake,Ma-Me-O - 6th Street,9621608,14-Aug-12,Planktolyngbya limnetica (Lemmermann) J. Komárková-Legnerová & G.Cronberg,4635
M121438,Pigeon Lake,Ma-Me-O - 6th Street,9621608,14-Aug-12,Planktothrix agardhii (Gomont) Anagnostidis & Komárek,10288
M121438,Pigeon Lake,Ma-Me-O - 6th Street,9621608,14-Aug-12,Synechococcus (Nägeli),12987
M121438,Pigeon Lake,Ma-Me-O - 6th Street,9621608,14-Aug-12,Total cyanobacterial cell count,78279
M121445,Pigeon Lake,Ma-Me-O - 6th Street,9621608,21-Aug-12,Akinetes,2750
M121445,Pigeon Lake,Ma-Me-O - 6th Street,9621608,21-Aug-12,Anabaena flos-aquae var. intermedia f. spiroides (Woronichin),33715
M121445,Pigeon Lake,Ma-Me-O - 6th Street,9621608,21-Aug-12,Anabaena spiroides (Klebahn),12070
M121445,Pigeon Lake,Ma-Me-O - 6th Street,9621608,21-Aug-12,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),47364
M121445,Pigeon Lake,Ma-Me-O - 6th Street,9621608,21-Aug-12,Chroococcus (Nägeli),5704
M121445,Pigeon Lake,Ma-Me-O - 6th Street,9621608,21-Aug-12,Cyanobium (Rippka et Cohen-Bazire),318309
M121445,Pigeon Lake,Ma-Me-O - 6th Street,9621608,21-Aug-12,Gloeotrichia (J.Agardh ex Bornet & Flahault),763942
M121445,Pigeon Lake,Ma-Me-O - 6th Street,9621608,21-Aug-12,Heterocysts,4940
M121445,Pigeon Lake,Ma-Me-O - 6th Street,9621608,21-Aug-12,Merismopedia minima (G.Beck),4278
M121445,Pigeon Lake,Ma-Me-O - 6th Street,9621608,21-Aug-12,Microcystis aeruginosa (Kützing) Kützing,76394
M121445,Pigeon Lake,Ma-Me-O - 6th Street,9621608,21-Aug-12,Planktolyngbya limnetica (Lemmermann) J. Komárková-Legnerová & G.Cronberg,4940
M121445,Pigeon Lake,Ma-Me-O - 6th Street,9621608,21-Aug-12,Planktothrix agardhii (Gomont) Anagnostidis & Komárek,2597
